,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth
1575,19,233,0,23,0,0,12,4,5,1,5,8
1576,4,35,3,67,10,8,24,1,3,1,3,6
1577,89,1252,0,465,46,35,0,1,4,5,8,1
1578,71,34,4,66,3,10,20,1,2,1,4,7
1579,81,255,43,134,37,14,24,1,7,2,7,7
1580,31,8,1,5,0,0,1,1,1,0,2,6
1581,53,368,32,639,13,43,10,1,4,7,5,1
1582,78,255,47,573,52,32,15,1,5,3,6,1
1583,80,33,8,10,2,10,3,2,2,1,3,4
1584,18,163,23,424,27,65,76,1,3,10,13,1
1585,37,15,0,8,4,2,20,2,1,1,2,5
1586,52,45,12,52,25,22,13,4,3,1,4,7
1587,39,48,58,68,16,66,43,1,3,2,6,2
1588,11,158,6,45,8,2,2,7,3,2,5,7
1589,33,754,160,625,63,32,48,1,7,5,12,3
1590,22,108,1,28,13,1,4,2,3,1,4,8
1591,83,199,66,315,97,174,41,1,4,3,5,2
1592,43,2,7,5,2,15,27,1,2,0,2,9
1593,74,202,5,74,11,5,14,3,6,1,5,7
1594,54,85,0,3,0,0,7,1,2,0,4,3
1595,3,322,3,50,4,3,42,5,7,1,6,8
1596,96,18,2,19,0,2,6,5,3,0,4,7
1597,68,141,8,129,3,11,47,3,7,1,4,9
1598,2,739,107,309,140,80,35,1,2,5,13,6
1599,40,18,0,6,3,3,5,1,1,1,3,2
1600,64,378,0,88,19,4,73,4,8,5,3,7
1601,26,1083,108,649,253,151,108,1,4,7,12,2
1602,69,1016,12,215,16,12,63,1,4,5,10,3
1603,57,23,1,6,0,0,2,2,1,0,3,4
1604,78,12,1,21,2,2,3,2,2,0,3,7
1605,71,35,0,4,0,0,0,1,2,0,2,8
1606,59,548,31,422,0,112,28,4,5,5,11,3
1607,28,342,32,230,34,32,40,5,10,5,4,9
1608,61,365,3,15,4,3,11,5,7,2,5,6
1609,22,397,19,69,12,0,9,1,4,4,8,2
1610,95,456,19,832,75,118,38,1,4,5,11,3
1611,38,5,6,15,11,7,13,1,2,0,3,9
1612,19,836,185,575,24,25,77,1,6,3,9,4
1613,92,100,2,128,23,7,10,4,5,1,5,8
1614,24,10,0,10,3,1,7,2,1,1,2,8
1615,21,238,115,215,169,69,76,3,5,3,13,4
1616,35,6,0,5,2,1,2,1,1,0,2,7
1617,9,158,11,99,15,11,17,2,3,2,7,3
1618,23,86,12,75,33,15,6,1,4,1,5,4
1619,92,856,0,76,12,9,199,7,9,6,9,8
1620,55,98,1,17,0,1,5,1,3,0,4,7
1621,14,4,16,20,0,17,20,3,2,0,4,8
1622,78,398,96,447,220,96,32,1,5,7,6,3
1623,64,313,8,104,6,4,126,9,8,1,6,9
1624,49,109,18,16,24,26,18,4,3,1,5,4
1625,8,216,2,6,0,0,9,2,5,1,4,7
1626,35,595,71,153,120,112,41,6,3,2,10,9
1627,11,123,133,142,71,44,88,1,6,2,8,6
1628,8,16,0,23,3,2,10,3,4,1,2,7
1629,53,11,12,35,3,5,12,1,3,0,3,7
1630,36,410,112,420,0,82,71,1,9,3,13,4
1631,64,159,2,51,6,2,24,3,4,1,5,5
1632,43,105,0,10,0,1,0,2,2,1,4,5
1633,40,5,1,8,0,0,1,1,1,0,2,8
1634,52,269,15,69,15,19,38,2,4,6,4,5
1635,11,629,0,70,0,0,35,6,11,2,7,8
1636,21,443,5,71,21,16,82,2,8,2,7,7
1637,23,217,77,373,111,23,93,1,3,6,12,1
1638,17,24,1,10,2,0,4,2,2,0,3,5
1639,6,9,1,5,4,5,7,1,1,0,3,7
1640,56,8,0,14,2,3,7,1,1,0,3,5
1641,71,1459,0,61,0,15,215,5,2,5,6,5
1642,51,230,48,214,13,32,75,8,9,1,7,9
1643,94,1,3,6,10,0,9,1,1,0,3,5
1644,27,340,21,134,258,14,56,1,7,5,8,4
1645,1,7,1,6,0,3,3,1,0,0,3,4
1646,56,298,7,68,4,0,19,2,6,2,6,6
1647,71,479,35,179,28,7,85,1,5,3,12,2
1648,18,267,140,599,34,12,127,1,7,5,7,6
1649,48,67,4,32,17,2,16,3,2,1,4,4
1650,86,3,1,8,23,2,18,3,2,1,3,3
1651,48,980,37,265,35,163,31,1,3,6,12,6
1652,2,50,4,28,6,3,26,3,3,1,2,9
1653,13,1,0,1725,2,1,1,0,0,28,0,1
1654,57,19,0,5,0,0,8,2,1,0,3,6
1655,77,30,5,23,4,1,4,1,2,0,3,7
1656,0,213,9,76,4,3,30,3,5,2,5,7
1657,57,539,30,92,80,46,38,1,5,3,13,3
1658,24,284,16,160,84,16,134,6,7,4,6,6
1659,55,1003,34,536,134,51,34,1,4,6,6,2
1660,62,239,13,143,45,4,52,9,6,2,7,6
1661,89,51,23,82,33,0,42,4,5,1,3,9
1662,77,527,24,230,32,24,65,2,6,4,12,4
1663,45,19,5,12,10,3,19,3,3,1,2,6
1664,46,40,2,15,8,0,6,1,1,1,3,4
1665,80,21,8,20,15,3,9,1,2,0,3,7
1666,60,593,30,91,29,22,7,1,6,3,12,4
1667,71,21,5,3,10,1,7,3,1,1,4,2
1668,43,1181,107,199,39,30,30,2,7,3,13,8
1669,97,1004,59,265,115,59,27,2,11,10,11,6
1670,49,202,2,46,3,2,10,2,4,2,5,7
1671,66,446,107,768,33,196,53,1,5,6,6,2
1672,20,1184,102,673,52,40,40,1,7,4,10,6
1673,54,390,22,323,104,35,107,1,6,8,6,3
1674,61,726,53,363,123,107,161,4,8,9,13,5
1675,18,8,8,22,24,11,9,1,1,1,4,4
1676,45,50,15,110,39,15,15,4,5,1,4,8
1677,26,1,1,4,11,9,10,1,1,0,3,8
1678,0,308,0,73,0,0,23,2,5,1,8,7
1679,28,22,2,31,7,4,5,1,2,0,3,7
1680,49,690,117,499,76,102,88,1,5,10,7,3
1681,84,43,5,28,7,6,33,4,3,1,3,5
1682,38,27,0,10,0,0,4,4,2,0,4,5
1683,53,6,0,3,0,0,1,1,0,0,3,3
1684,88,205,7,41,3,2,46,2,4,2,5,5
1685,99,24,0,8,0,1,4,1,1,0,3,5
1686,12,667,50,850,21,83,83,1,4,6,5,2
1687,35,691,7,61,10,0,46,4,10,4,7,8
1688,5,493,26,206,116,80,80,4,8,3,12,6
1689,77,493,70,324,146,40,84,1,3,7,11,1
1690,45,494,5,82,7,0,100,3,7,2,9,7
1691,71,621,73,414,78,48,85,1,8,4,6,5
1692,40,9,0,5,0,0,7,1,1,0,2,8
1693,82,1,6,2,8,2,12,1,1,0,2,7
1694,70,12,4,19,12,6,14,1,2,0,3,8
1695,87,243,131,217,85,6,26,2,3,3,13,2
1696,95,11,1,4,2,0,7,1,1,0,2,7
1697,72,532,21,127,26,20,20,0,4,2,5,1
1698,5,29,0,2,0,0,1,1,1,0,3,7
1699,86,612,91,520,258,107,107,2,9,6,8,5
1700,80,387,126,342,0,45,180,5,8,4,11,6
1701,62,56,0,14,0,0,2,3,3,0,3,7
1702,49,6,8,19,16,4,4,3,3,0,4,7
1703,85,582,0,65,0,0,13,6,8,2,9,5
1704,7,6,17,16,6,16,42,4,3,1,3,8
1705,6,70,6,69,2,3,3,3,3,1,4,7
1706,25,962,12,194,16,24,12,4,7,8,13,6
1707,55,112,10,107,30,0,20,2,5,2,4,7
1708,81,293,0,124,179,97,52,1,7,2,10,5
1709,98,199,12,31,3,12,7,1,3,3,5,3
1710,31,1060,61,835,80,20,101,1,4,7,10,1
1711,30,940,44,396,0,88,58,1,8,7,7,4
1712,98,44,2,11,2,3,7,1,1,0,4,5
1713,92,342,51,936,207,35,26,1,5,8,12,3
1714,41,2,10,11,12,9,20,2,3,0,3,6
1715,68,75,12,141,43,39,187,6,6,1,5,8
1716,78,520,20,367,39,81,40,2,6,3,6,5
1717,46,5,3,9,6,2,6,2,2,0,3,7
1718,71,87,5,71,7,12,29,5,4,1,4,7
1719,6,462,61,184,10,53,107,4,7,5,9,6
1720,82,2,2,1,3,1,2,1,1,0,2,8
1721,71,979,44,935,29,25,22,1,7,5,12,3
1722,32,704,129,853,120,74,111,1,5,6,7,2
1723,28,861,31,558,62,95,79,0,6,5,13,2
1724,20,172,3,115,16,0,18,5,6,1,5,8
1725,10,5,7,31,15,4,7,3,2,1,3,6
1726,7,194,2,56,0,0,0,5,4,1,6,8
1727,67,9,7,13,3,2,20,1,1,1,2,6
1728,48,505,72,270,36,27,54,4,9,2,12,5
1729,61,533,10,217,198,174,195,2,7,6,13,4
1730,36,48,0,14,0,0,6,2,2,0,3,6
1731,77,6,1,7,23,4,19,1,1,1,2,8
1732,90,18,2,10,0,0,25,1,1,1,2,7
1733,35,482,147,509,104,107,107,1,3,5,12,1
1734,38,204,97,97,21,118,26,1,5,2,10,4
1735,46,1073,0,250,153,14,14,4,7,10,5,5
1736,33,245,16,223,21,43,16,2,8,1,8,6
1737,70,560,21,442,29,44,29,1,4,5,13,1
1738,51,173,13,131,32,3,6,4,6,1,6,7
1739,18,22,1,11,0,5,3,1,1,0,3,8
1740,97,136,1,12,0,3,32,2,4,1,3,6
1741,32,275,0,86,10,23,66,5,6,3,5,8
1742,9,56,19,29,2,14,25,1,3,1,3,8
1743,6,303,23,751,82,26,191,1,6,5,13,4
1744,80,708,7,62,0,0,15,2,11,3,7,8
1745,74,324,132,693,27,118,88,1,4,11,7,2
1746,49,1,5,3,7,4,8,1,1,0,2,7
1747,21,620,26,195,34,17,141,1,6,4,13,2
1748,95,312,21,206,102,92,149,3,7,3,10,5
1749,56,1493,86,454,112,43,43,2,4,4,5,2
1750,48,918,21,118,13,10,21,3,8,3,5,6
1751,26,98,0,106,49,10,106,5,5,1,5,6
1752,3,3,4,7,15,8,11,1,1,0,3,7
1753,39,380,0,47,6,0,34,4,7,1,7,8
1754,33,15,0,12,7,3,7,3,2,0,3,7
1755,42,3,9,4,7,8,7,4,1,1,4,3
1756,80,24,2,23,0,8,24,3,2,1,3,6
1757,9,80,1,60,4,6,16,2,5,1,2,9
1758,52,31,0,6,2,1,5,2,1,0,4,4
1759,78,138,120,204,16,126,60,3,7,4,7,5
1760,68,166,75,96,119,107,59,3,7,2,8,4
1761,45,12,3,8,8,0,17,2,2,0,3,7
1762,47,178,3,85,71,66,58,2,3,3,8,2
1763,34,707,20,171,65,60,50,1,9,7,9,5
1764,81,5,1,7,17,14,11,2,2,1,3,6
1765,72,465,71,250,93,35,62,3,9,2,12,6
1766,23,16,1,2,0,0,1,1,1,0,3,5
1767,29,358,108,413,141,97,32,1,2,8,6,1
1768,80,1,9,7,2,14,10,1,2,0,3,6
1769,30,123,1,26,2,0,72,2,3,2,3,7
1770,15,40,3,30,10,7,11,3,3,0,3,9
1771,86,102,9,63,2,9,24,1,4,1,4,6
1772,68,347,44,534,17,0,26,1,3,5,12,2
1773,54,376,53,462,168,53,53,1,2,7,7,0
1774,44,21,0,3,0,0,0,1,1,0,3,6
1775,7,194,2,56,0,0,0,5,4,1,6,8
1776,87,64,4,68,7,5,17,4,3,1,4,8
1777,59,206,0,46,3,2,12,2,5,1,5,8
1778,16,71,0,18,0,0,13,1,3,1,2,7
1779,1,71,22,112,138,89,29,1,2,3,13,1
1780,64,0,4,7,11,10,15,2,2,0,3,6
1781,72,93,1,21,0,4,25,3,2,1,4,5
1782,98,920,138,168,36,46,30,1,9,4,10,6
1783,91,653,17,170,34,26,17,2,11,2,10,7
1784,8,199,33,60,8,3,15,5,5,2,5,8
1785,20,153,4,56,0,9,31,4,5,1,4,8
1786,6,376,0,38,11,8,69,5,6,3,6,6
1787,54,46,0,30,12,1,30,1,2,0,4,6
1788,72,600,21,128,223,150,128,13,2,2,12,8
1789,46,425,115,292,23,35,79,1,6,6,11,3
1790,11,18,6,15,12,8,17,3,2,1,3,5
1791,21,52,0,9,0,0,1,2,1,0,4,4
1792,89,734,22,350,151,25,100,1,3,9,13,1
1793,82,34,6,21,11,4,8,1,2,1,3,6
1794,69,135,1,41,10,1,67,5,3,3,3,6
1795,55,11,0,10,0,2,20,1,1,1,2,6
1796,13,163,48,90,0,45,52,1,3,2,8,3
1797,80,29,3,30,3,2,9,2,3,0,3,6
1798,97,734,26,70,11,44,17,2,6,3,4,4
1799,27,340,21,134,258,14,56,1,7,5,8,4
1800,99,453,38,279,188,38,183,2,7,7,10,3
1801,87,1073,0,629,145,37,37,1,10,5,13,6
1802,85,135,0,10,0,4,36,2,3,1,4,5
1803,30,231,7,137,4,15,39,9,5,1,8,7
1804,82,18,0,5,0,0,11,2,1,1,2,7
1805,21,620,16,165,0,24,82,5,5,5,12,5
1806,92,81,4,33,5,2,291,0,23,1,1,0
1807,95,12,4,2,10,6,10,4,2,0,4,5
1808,2,292,51,981,224,23,17,1,4,6,6,1
1809,74,965,34,586,89,86,37,1,3,5,8,3
1810,49,27,2,10,0,0,1,2,1,0,3,8
1811,71,777,30,163,0,51,122,6,4,4,7,9
1812,72,572,8,232,23,62,17,1,4,3,6,1
1813,68,438,169,565,91,169,70,1,2,3,6,7
1814,4,531,69,300,150,138,150,3,5,4,8,2
1815,80,17,0,9,0,0,1,1,1,0,3,9
1816,15,402,35,106,101,77,42,2,9,2,9,5
1817,70,503,27,419,90,139,153,1,5,7,9,7
1818,91,369,9,87,12,14,34,3,6,2,8,5
1819,10,5,0,3,0,0,1,1,1,0,2,7
1820,99,362,17,398,80,35,61,3,5,3,5,4
1821,25,56,0,9,0,0,3,2,2,0,3,7
1822,34,79,1,31,4,4,12,3,2,1,4,6
1823,57,387,84,141,73,35,162,3,4,4,12,2
1824,84,367,17,241,104,188,232,2,9,5,9,7
1825,51,15,0,11,0,2,9,1,1,1,2,8
1826,97,267,6,54,8,3,50,2,5,2,6,5
1827,13,298,27,697,216,24,166,1,4,6,5,2
1828,92,674,92,736,39,0,92,1,3,11,9,1
1829,30,16,14,36,37,22,48,3,4,1,2,9
1830,30,37,4,24,16,9,9,2,4,0,3,9
1831,11,159,0,22,2,1,31,3,4,1,4,7
1832,72,686,17,142,23,26,35,8,6,4,13,6
1833,39,97,3,66,12,7,34,3,4,1,4,7
1834,0,63,6,57,13,13,22,4,2,1,5,4
1835,15,56,5,24,4,0,3,3,2,1,3,5
1836,12,209,19,456,160,142,66,1,2,9,13,1
1837,56,198,2,43,0,12,20,3,4,1,6,6
1838,39,313,15,47,20,0,192,2,7,4,3,6
1839,55,941,14,397,76,58,176,11,8,5,9,6
1840,60,86,4,56,2,4,7,3,4,0,4,9
1841,73,167,48,602,63,72,72,1,3,10,4,2
1842,90,8,3,19,0,2,3,2,2,0,3,6
1843,86,389,66,408,37,57,85,1,4,4,6,2
1844,37,239,7,119,4,15,11,5,6,2,6,7
1845,7,179,21,273,0,21,63,1,6,10,6,5
1846,29,5,0,1,1,1,1,15,0,0,0,19
1847,19,2,6,28,13,4,16,1,2,0,3,7
1848,14,383,0,53,6,4,40,3,8,1,6,6
1849,72,2,8,8,6,1,9,2,1,0,3,8
1850,56,536,27,590,38,107,67,1,5,10,12,6
1851,85,2,1,4,3,1,2,1,1,0,2,8
1852,62,322,53,899,34,40,53,1,4,6,10,2
1853,1,539,169,816,20,0,30,1,4,5,4,3
1854,28,712,50,420,65,38,38,1,8,4,7,4
1855,70,1121,0,72,0,12,12,4,10,8,10,6
1856,84,68,1,13,3,5,13,1,2,0,4,6
1857,89,36,4,18,6,2,18,1,2,0,4,7
1858,73,707,44,603,95,58,29,1,2,8,12,1
1859,42,174,77,203,6,24,97,2,8,1,7,7
1860,16,666,35,124,69,8,26,1,5,3,5,3
1861,16,0,0,0,6,2,6,1,1,0,2,6
1862,56,162,50,100,55,30,27,1,4,2,8,4
1863,65,407,70,239,103,88,53,1,5,4,4,2
1864,10,823,25,459,124,29,95,1,6,6,7,4
1865,13,488,23,71,15,0,59,11,8,3,7,7
1866,78,28,0,13,4,2,8,3,2,1,3,5
1867,51,3,2,10,3,0,2,1,1,0,3,6
1868,27,284,0,52,8,3,20,4,9,0,4,10
1869,30,938,142,754,159,81,183,1,5,10,6,2
1870,71,13,2,15,2,2,8,2,2,0,3,6
1871,97,412,172,153,150,105,57,2,7,6,11,4
1872,83,31,1,8,0,0,8,2,2,0,3,6
1873,3,502,19,132,0,6,26,6,6,2,11,6
1874,71,18,10,3,3,5,0,1,1,0,3,2
1875,3,1,8,6,4,8,16,1,1,0,3,7
1876,15,100,71,243,108,94,219,3,9,1,8,9
1877,52,407,114,445,181,165,203,1,3,7,9,1
1878,8,664,9,240,50,19,57,2,7,7,10,4
1879,89,1045,61,338,60,46,46,3,5,5,13,8
1880,66,1218,107,304,23,143,33,1,5,8,4,6
1881,22,15,0,6,0,1,12,2,1,1,2,7
1882,56,128,0,16,0,1,4,2,4,0,4,7
1883,74,581,49,157,43,8,108,1,5,6,11,2
1884,48,6,3,12,6,1,0,1,1,1,3,3
1885,67,185,8,133,56,56,12,2,7,1,7,7
1886,24,22,1,9,0,0,14,1,1,1,2,4
1887,67,584,100,835,65,83,35,1,5,5,5,2
1888,38,355,30,177,90,138,30,4,9,5,7,5
1889,86,175,10,110,54,6,27,2,6,3,4,6
1890,90,864,134,768,150,38,172,1,4,10,5,3
1891,87,957,153,612,99,95,153,1,4,7,8,1
1892,62,25,6,16,20,0,5,2,2,0,3,8
1893,23,641,7,56,0,0,28,8,10,4,6,8
1894,99,273,86,208,177,14,43,1,2,3,5,1
1895,29,122,21,43,25,10,15,2,3,1,6,6
1896,52,1,4,10,29,0,36,1,1,1,2,6
1897,90,1020,31,430,62,63,79,1,4,6,4,1
1898,9,6,2,3,1,262,3,0,27,0,0,1
1899,71,378,14,68,19,14,14,2,3,5,8,3
1900,13,42,1,18,3,0,4,2,2,0,3,7
1901,16,15,5,14,0,4,11,1,1,0,3,7
1902,94,272,7,80,20,7,11,1,4,4,6,2
1903,77,9,1,24,2,1,2,3,3,0,3,6
1904,20,279,0,18,0,0,9,2,3,1,8,4
1905,51,398,61,265,138,61,53,1,3,4,6,1
1906,81,637,47,237,12,19,76,4,6,11,7,5
1907,71,45,0,16,2,1,6,1,3,0,3,7
1908,36,21,1,9,7,3,5,1,1,0,3,6
1909,95,15,4,13,0,0,19,1,1,1,2,7
1910,32,493,183,352,184,23,28,0,3,5,13,0
1911,32,957,40,175,158,53,107,2,7,8,5,5
1912,85,829,138,430,60,92,15,1,4,6,13,2
1913,93,1017,50,500,65,50,133,3,5,5,5,8
1914,24,953,0,71,0,0,174,6,10,5,10,8
1915,44,159,0,120,0,0,137,7,4,4,8,8
1916,15,32,0,8,23,4,18,1,1,0,4,6
1917,82,23,0,15,0,2,7,2,3,0,3,6
1918,27,18,42,24,15,20,18,1,2,1,4,7
1919,72,15,0,4,0,0,2,1,1,0,2,7
1920,7,23,4,5,10,5,23,1,1,0,4,3
1921,57,200,193,100,46,185,185,2,6,2,12,3
1922,84,1324,27,119,71,108,27,0,7,9,6,4
1923,53,1193,33,281,129,66,33,1,7,5,13,3
1924,48,505,137,401,104,22,22,3,11,5,11,5
1925,2,2,4,9,0,4,5,1,1,0,3,5
1926,65,1103,0,45,0,0,34,3,4,2,11,8
1927,45,353,61,753,40,46,27,1,3,3,7,2
1928,42,652,48,350,94,84,108,1,9,3,6,5
1929,29,379,6,157,25,91,91,5,9,3,7,7
1930,83,46,4,36,2,2,1,1,2,0,4,5
1931,93,162,31,127,8,17,69,2,4,2,7,3
1932,40,8,3,19,3,3,8,3,3,0,3,6
1933,47,17,3,18,3,4,18,2,3,1,2,7
1934,50,340,108,185,130,38,100,2,6,6,9,3
1935,40,8,4,15,3,5,3,2,1,0,3,7
1936,3,154,22,202,39,30,8,5,4,2,9,4
1937,62,710,15,30,20,0,0,3,11,2,8,8
1938,25,8,2,4,0,0,1,1,0,0,3,5
1939,48,2,2,4,13,13,4,1,1,0,4,4
1940,56,1050,14,322,0,14,112,1,5,11,5,2
1941,68,19,1,14,3,2,4,1,1,0,3,8
1942,64,22,0,6,6,2,6,1,1,0,3,7
1943,67,274,83,216,151,141,224,1,4,6,12,1
1944,94,68,6,38,3,6,41,2,2,2,3,7
1945,82,344,45,654,104,11,114,2,3,4,10,3
1946,3,145,193,459,205,26,145,2,3,8,7,2
1947,24,217,38,350,111,85,15,1,4,7,10,1
1948,54,18,7,34,10,2,3,3,3,0,3,8
1949,20,69,8,26,12,7,12,2,3,0,4,7
1950,96,144,0,7,0,0,6,1,3,1,4,5
1951,19,256,34,103,90,29,49,2,3,3,10,3
1952,60,483,72,567,94,12,108,1,4,4,10,1
1953,2,1285,105,653,28,21,0,1,10,4,8,8
1954,13,338,4,89,11,8,13,1,4,2,9,4
1955,37,605,10,345,84,54,32,1,1,8,7,0
1956,59,8,0,7,3,1,1,1,1,0,3,6
1957,55,172,41,86,45,6,27,5,5,3,5,7
1958,60,448,71,951,40,17,17,1,6,11,10,2
1959,48,67,4,32,17,2,16,3,2,1,4,4
1960,38,512,53,98,81,179,89,3,8,5,10,5
1961,8,1462,16,128,0,0,160,1,5,3,6,6
1962,19,20,0,14,7,3,1,3,2,0,4,3
1963,32,50,4,44,10,10,43,3,3,1,3,9
1964,27,102,1,15,2,0,24,1,3,0,4,7
1965,58,499,149,815,173,49,49,1,6,7,12,3
1966,59,381,35,172,56,86,93,2,8,2,10,5
1967,29,631,43,239,128,76,21,2,6,8,12,3
1968,60,526,80,553,123,94,53,1,3,10,7,2
1969,41,913,26,376,17,26,13,1,3,6,11,1
1970,27,673,0,199,37,47,26,2,6,3,5,4
1971,28,23,0,9,0,0,12,1,1,0,3,4
1972,8,199,33,60,8,3,15,5,5,2,5,8
1973,18,261,23,73,4,23,50,2,6,3,5,7
1974,76,111,16,37,7,9,18,3,3,1,5,3
1975,0,16,4,12,2,4,321,0,25,0,0,1
1976,32,63,151,137,153,19,53,2,4,4,8,5
1977,2,58,0,18,2,0,10,4,3,0,4,7
1978,16,29,1,17,0,3,13,1,2,1,2,8
1979,56,3,2,12,0,1,9,1,1,0,2,8
1980,97,28,34,62,11,14,44,3,4,0,4,9
1981,15,40,3,30,10,7,11,3,3,0,3,9
1982,35,879,143,797,106,143,143,0,5,7,9,1
1983,3,62,1,44,6,5,22,1,2,1,4,4
1984,49,280,7,81,20,0,27,8,6,3,5,7
1985,4,9,0,6,3,1,3,1,0,0,3,5
1986,45,182,4,33,0,2,42,6,4,1,5,7
1987,37,83,2,101,64,26,117,1,3,5,3,4
1988,39,38,15,54,3,8,29,3,3,0,4,8
1989,38,228,19,130,4,11,51,2,3,3,8,2
1990,8,1092,37,592,145,37,55,1,5,5,8,3
1991,89,85,15,27,13,13,21,2,3,1,4,7
1992,47,1276,24,746,94,29,48,0,9,7,11,3
1993,75,1017,33,417,108,100,16,1,5,5,5,5
1994,86,6,2,9,2,1,5,2,1,0,3,8
1995,4,448,21,125,52,101,62,0,7,6,8,2
1996,73,504,23,117,179,28,44,1,6,5,4,4
1997,46,226,22,133,41,31,31,3,4,3,8,4
1998,38,239,3,141,0,7,23,4,7,1,6,8
1999,73,90,38,67,33,36,67,1,4,1,6,3
2000,66,7,2,8,3,2,3,1,1,0,3,6
2001,36,4,2,5,2,0,0,1,1,0,2,6
2002,29,16,17,19,20,21,22,3,3,2,2,8
2003,29,10,3,3,0,0,0,1,0,0,3,3
2004,6,68,0,16,0,0,8,3,2,0,4,7
2005,97,35,0,13,2,0,2,2,2,0,3,8
2006,61,575,80,428,208,93,80,3,8,4,8,5
2007,68,315,0,31,4,0,91,4,5,5,3,8
2008,73,182,2,49,17,13,20,1,3,1,7,2
2009,90,561,14,113,10,14,35,3,8,2,10,5
2010,81,587,51,932,180,34,86,1,5,6,5,3
2011,1,94,1,33,13,12,12,3,4,0,4,8
2012,79,908,43,735,40,194,21,1,7,7,9,2
2013,92,228,122,122,208,129,30,6,11,2,8,9
2014,31,995,112,417,42,48,41,1,2,9,13,5
2015,46,11,1,2,2,1,6,1,0,0,3,6
2016,14,3,3,14,15,21,10,1,2,1,2,9
2017,89,12,1,16,4,1,3,3,2,0,3,8
2018,31,17,0,2,0,0,2,2,1,0,3,6
2019,75,8,0,5,0,3,6,1,0,0,3,8
2020,42,22,4,17,12,10,13,3,2,0,4,6
2021,53,14,10,29,4,7,15,1,2,0,3,6
2022,53,106,27,68,52,7,5,6,4,2,5,6
2023,23,820,57,242,45,0,11,2,8,3,6,4
2024,57,753,43,226,69,10,204,2,8,5,13,4
2025,49,13,3,17,7,3,3,2,2,0,4,5
2026,6,9,1,3,0,4,8,1,0,0,3,6
2027,29,19,3,6,4,2,12,1,1,0,3,4
2028,5,520,8,223,32,49,42,4,10,5,7,8
2029,98,5,17,17,13,14,34,4,2,1,3,9
2030,80,618,44,215,0,17,36,2,11,8,4,6
2031,4,315,35,322,46,7,143,3,7,2,11,5
2032,70,15,1,23,0,5,1,3,3,0,3,8
2033,32,384,60,364,119,101,232,4,11,6,8,7
2034,82,110,29,92,28,10,145,1,6,2,3,8
2035,27,208,17,76,36,17,38,2,3,3,7,2
2036,94,555,82,257,93,61,61,4,10,3,12,6
2037,23,240,90,216,63,6,24,4,4,4,10,3
2038,97,11,0,36,15,5,12,1,2,0,3,7
2039,25,848,154,323,201,61,78,1,10,3,10,6
2040,92,202,47,197,55,42,149,1,5,4,8,4
2041,98,433,89,650,16,102,102,10,4,6,9,7
2042,19,6,6,15,10,5,2,2,2,0,3,6
2043,80,37,0,7,3,0,3,1,2,0,3,5
2044,80,167,37,64,49,34,116,8,4,3,6,7
2045,79,45,7,99,4,25,43,3,4,1,4,6
2046,50,129,0,21,0,1,7,1,3,1,4,4
2047,60,713,0,264,120,80,34,1,7,8,12,4
2048,44,676,161,426,210,44,58,2,2,5,5,6
2049,0,450,26,535,73,98,26,1,5,6,10,1
2050,28,22,2,12,0,2,5,1,1,0,3,4
2051,35,367,4,51,6,4,95,6,7,2,6,7
2052,49,526,35,214,69,53,35,2,6,3,4,2
2053,46,51,0,16,0,0,4,2,3,0,3,8
2054,97,25,0,11,3,0,15,1,1,0,3,4
2055,51,28,6,27,12,17,39,1,3,0,3,8
2056,80,958,159,447,20,0,31,3,2,10,12,7
2057,10,532,88,168,69,44,133,3,7,3,13,5
2058,29,724,17,143,0,8,196,2,9,2,12,7
2059,52,375,42,48,94,66,96,7,4,10,4,3
2060,74,39,0,56,20,8,14,3,3,1,3,7
2061,82,23,0,15,0,2,7,2,3,0,3,6
2062,54,587,54,348,71,54,130,1,4,4,8,2
2063,93,29,1,11,0,0,0,2,2,0,3,4
2064,63,757,80,217,29,80,11,5,9,6,12,6
2065,92,544,35,133,23,151,107,2,4,5,4,2
2066,40,40,15,15,17,6,7,1,2,1,3,4
2067,70,1245,33,332,21,33,16,2,4,7,4,7
2068,96,19,1,20,16,14,28,2,3,0,4,5
2069,81,16,3,15,2,1,11,1,1,0,3,7
2070,63,376,4,94,12,9,24,3,6,2,8,5
2071,85,184,178,178,103,39,33,1,6,3,10,3
2072,51,15,0,11,0,2,9,1,1,1,2,8
2073,23,124,83,267,85,59,35,2,5,2,11,5
2074,95,627,120,414,121,80,93,1,9,6,5,5
2075,11,180,60,241,13,54,54,2,5,5,7,4
2076,42,14,0,4,0,0,8,1,1,1,2,6
2077,77,3,3,24,34,7,31,1,2,1,3,5
2078,82,71,1,16,0,0,9,4,2,1,3,8
2079,83,161,0,22,0,0,24,2,4,1,4,6
2080,40,8,26,46,38,9,49,2,3,0,4,8
2081,95,264,0,21,12,6,147,3,6,1,5,7
2082,32,293,6,23,13,6,92,4,6,2,5,8
2083,48,758,12,385,33,89,89,1,9,7,13,4
2084,75,532,126,490,164,126,126,1,5,5,11,1
2085,24,656,38,161,62,47,37,3,8,9,7,7
2086,61,196,25,607,67,17,49,1,4,6,7,2
2087,6,835,73,380,114,73,43,1,6,9,7,2
2088,16,16,11,15,2,0,12,2,1,1,4,3
