education,marital_status,income,kidhome,teenhome,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,frequency,monetary
2n Cycle,Married,35523.0,1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,8,66
Graduation,Single,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,19,564
Master,Married,78285.0,0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,21,1427
PhD,Single,31626.0,1,0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,6,86
Graduation,Single,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,19,833
Graduation,Married,48726.0,0,1,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,12,242
Graduation,Married,74985.0,0,0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,17,1869
Graduation,Together,67430.0,0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,29,1364
2n Cycle,Married,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,8,183
Master,Married,62058.0,0,1,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,18,450
Graduation,Married,72063.0,0,1,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,21,758
PhD,Married,78939.0,0,0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,20,1507
Graduation,Single,42720.0,1,1,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,25,654
Graduation,Married,33622.0,1,1,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,9,81
PhD,Together,6835.0,0,1,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,1,137
Graduation,Together,41452.0,1,1,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,4,16
PhD,Single,40760.0,0,1,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,8,93
PhD,Together,74250.0,0,0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,18,1158
Master,Single,51124.0,1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,6,43
Graduation,Single,72258.0,0,1,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,22,1525
PhD,Single,71466.0,0,0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,19,1230
Graduation,Together,36283.0,1,1,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,6,29
Graduation,Single,20587.0,1,0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,5,25
Graduation,Married,30467.0,1,0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,4,24
Graduation,Together,31590.0,1,0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,5,38
Basic,Married,20425.0,1,0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,7,57
Master,Together,17144.0,1,1,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,12,47
PhD,Divorced,42564.0,0,1,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,24,813
Master,Married,43783.0,1,0,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,22,629
Graduation,Divorced,40780.0,0,1,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,17,377
Master,Together,62847.0,0,0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,14,1612
PhD,Married,82017.0,0,0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,17,729
Graduation,Single,16813.0,0,0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,6,50
Graduation,Married,51267.0,1,1,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,15,270
Graduation,Single,46524.0,0,1,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,9,177
Master,Single,45183.0,0,0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,13,315
PhD,Married,70421.0,0,1,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,23,767
2n Cycle,Divorced,60161.0,0,1,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,26,1071
Graduation,Together,73926.0,0,0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,24,1580
Graduation,Married,19329.0,1,0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,10,60
Master,Married,61872.0,0,1,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,21,573
Graduation,Widow,46984.0,1,1,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,5,41
Graduation,Married,34838.0,1,1,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,10,170
PhD,Single,82716.0,0,0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,28,1167
Graduation,Married,48192.0,0,0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,25,1526
Master,Married,49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,21,458
Master,Married,56850.0,0,1,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,6,63
Graduation,Married,55267.0,0,1,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,17,405
Graduation,Married,59666.0,1,1,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,20,1027
Graduation,Single,72504.0,0,1,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,22,1478
Graduation,Married,26872.0,0,0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,5,72
Graduation,Single,21359.0,1,0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,7,48
Graduation,Single,73170.0,0,0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,16,726
Master,Married,52750.0,0,1,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,27,860
PhD,Together,91820.0,0,0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,22,1497
PhD,Together,65968.0,0,1,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,18,495
Graduation,Married,30772.0,1,1,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,4,20
Graduation,Single,22507.0,0,0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,19,570
Graduation,Married,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,21,769
2n Cycle,Married,25804.0,1,0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,7,55
PhD,Single,76412.0,0,0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,18,1808
Graduation,Married,22063.0,1,0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,7,55
Graduation,Single,57091.0,0,0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,18,577
Graduation,Married,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,8,162
Graduation,Together,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,20,1957
2n Cycle,Divorced,78353.0,0,1,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,24,1576
Graduation,Married,93404.0,1,2,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,17,1616
Graduation,Divorced,37859.0,1,2,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,6,36
PhD,Widow,80995.0,0,1,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,22,1482
Graduation,Together,16529.0,1,0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,5,22
PhD,Divorced,55412.0,1,1,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,6,63
Graduation,Single,48789.0,0,0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,18,680
PhD,Together,56575.0,0,2,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,20,542
2n Cycle,Together,25130.0,1,0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,7,50
Graduation,Married,35441.0,1,1,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,6,39
Graduation,Married,71391.0,0,1,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,28,1043
Master,Single,49494.0,1,0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,14,385
Graduation,Divorced,81702.0,0,0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,27,1633
2n Cycle,Single,45889.0,0,1,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,5,46
Graduation,Single,56628.0,0,1,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,20,761
Graduation,Together,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,9,76
Graduation,Married,40049.0,0,1,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,14,290
Graduation,Single,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,11,89
Graduation,Married,19419.0,1,0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,11,70
2n Cycle,Married,82504.0,0,0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,17,1066
Graduation,Together,81205.0,0,0,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,19,2009
2n Cycle,Single,61618.0,0,0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,19,1345
Master,Single,55284.0,0,1,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,23,764
Graduation,Single,49980.0,0,1,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,11,195
Graduation,Married,15072.0,2,0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,11,53
Graduation,Single,49166.0,0,1,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,13,368
PhD,Married,65324.0,0,1,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,20,544
2n Cycle,Married,82347.0,0,0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,25,1853
PhD,Together,30843.0,1,1,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,6,35
PhD,Married,46374.0,0,1,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,18,446
Graduation,Single,60474.0,0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,31,1180
Master,Married,38576.0,0,1,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,5,41
Graduation,Married,55357.0,2,0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,22,727
Graduation,Together,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,6,40
2n Cycle,Married,85710.0,0,0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,26,1062
Graduation,Together,23228.0,1,0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,7,40
Master,Together,44602.0,1,1,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,17,292
Graduation,Married,7500.0,0,0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,4,15
2n Cycle,Together,38683.0,1,0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,17,341
2n Cycle,Single,49514.0,1,0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,13,369
PhD,Together,57906.0,0,1,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,17,401
Master,Single,43456.0,0,1,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,17,393
Master,Single,19485.0,2,0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,4,10
Graduation,Together,53172.0,0,1,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,16,486
Graduation,Together,30545.0,1,0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,7,69
PhD,Together,70123.0,0,0,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,17,1727
Graduation,Single,62450.0,0,1,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,16,995
Graduation,Together,21675.0,1,0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,10,45
2n Cycle,Single,42395.0,1,1,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,12,182
Master,Together,61346.0,1,0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,23,989
Graduation,Together,80812.0,0,0,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,18,1677
Master,Divorced,42835.0,1,1,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,23,595
Graduation,Married,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,9,156
Master,Single,86424.0,0,0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,28,1226
2n Cycle,Together,17117.0,1,0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,11,128
Graduation,Single,24762.0,1,0,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,9,86
Graduation,Married,35797.0,0,1,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,7,68
Graduation,Divorced,36627.0,2,0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,4,16
2n Cycle,Married,51111.0,1,1,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,7,55
PhD,Single,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,22,2114
PhD,Together,82072.0,0,0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,19,2018
PhD,Single,46231.0,2,1,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,15,263
Graduation,Married,42243.0,1,1,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,7,55
Graduation,Together,51195.0,1,1,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,24,564
Master,Single,68092.0,0,0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,20,1281
Graduation,Married,31814.0,1,0,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,7,83
Master,Widow,51390.0,1,1,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,18,353
Graduation,Married,76630.0,0,0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,25,1003
Basic,Single,26868.0,1,0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,4,14
PhD,Divorced,48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,24,902
PhD,Single,55260.0,0,1,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,25,1139
Graduation,Together,64090.0,0,1,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,20,797
Graduation,Divorced,78331.0,0,1,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,25,1638
PhD,Married,37087.0,1,0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,17,401
Graduation,Divorced,21846.0,1,0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,11,84
Graduation,Married,81320.0,0,0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,18,928
Graduation,Divorced,54137.0,0,1,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,11,203
Graduation,Together,66825.0,0,0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,16,858
Graduation,Together,57100.0,0,0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,13,409
Graduation,Together,58917.0,1,2,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,16,282
Graduation,Single,85072.0,0,0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,18,1423
Graduation,Single,86429.0,0,0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,18,1449
Graduation,Widow,45684.0,1,0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,4,28
Graduation,Together,47889.0,1,0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,6,67
PhD,Married,45921.0,0,0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,10,199
PhD,Single,78420.0,0,0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,22,1453
Graduation,Together,75114.0,0,0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,19,1253
PhD,Widow,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,31,1198
Master,Married,35641.0,1,0,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,10,178
Graduation,Single,95529.0,0,0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,18,1990
Graduation,Married,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,14,976
Master,Together,73113.0,0,0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,15,1001
PhD,Married,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,20,1919
2n Cycle,Single,42607.0,0,1,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,14,350
PhD,Single,74637.0,0,0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,25,1650
PhD,Together,46015.0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,5,46
Graduation,Single,72354.0,0,0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,19,1228
Master,Single,39858.0,1,0,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,7,95
PhD,Married,34469.0,1,1,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,9,62
Graduation,Together,83033.0,1,0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,26,1761
Master,Together,24401.0,0,0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,16,467
Graduation,Married,77583.0,0,0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,19,1149
2n Cycle,Single,74116.0,0,0,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,19,2052
Graduation,Single,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,16,1127
PhD,Married,68397.0,0,1,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,21,1416
PhD,Together,79632.0,0,0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,20,1113
Graduation,Single,46107.0,1,0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,7,125
PhD,Single,64950.0,0,1,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,25,966
Basic,Married,25443.0,1,0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,5,32
Graduation,Single,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,19,833
PhD,Together,32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,8,46
Graduation,Together,71796.0,0,0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,17,960
PhD,Married,67536.0,0,1,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,30,1829
Graduation,Single,55239.0,0,1,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,26,779
PhD,Divorced,60554.0,1,0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,23,811
2n Cycle,Single,64831.0,1,1,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,22,1120
PhD,Together,56067.0,0,1,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,20,725
Graduation,Divorced,82025.0,0,0,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,12,1187
Graduation,Together,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,18,2302
Basic,Single,14906.0,0,0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,9,66
PhD,Married,51563.0,0,0,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,19,1250
2n Cycle,Married,57937.0,0,1,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,20,683
Graduation,Divorced,68274.0,1,1,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,13,305
Graduation,Together,39771.0,1,0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,6,50
2n Cycle,Divorced,67893.0,0,1,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,16,995
PhD,Together,27922.0,1,0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,6,41
PhD,Together,52190.0,1,1,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,9,77
Master,Divorced,44051.0,1,1,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,12,171
PhD,Single,42767.0,2,0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,7,131
Master,Together,46106.0,1,1,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,5,54
PhD,Married,16927.0,1,1,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,12,53
Graduation,Married,59754.0,0,1,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,16,475
Graduation,Single,53700.0,0,1,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,22,694
Graduation,Married,59041.0,1,1,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,8,96
PhD,Divorced,54237.0,0,1,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,16,361
Graduation,Divorced,70647.0,0,1,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,26,1079
PhD,Single,52597.0,0,1,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,20,578
Master,Together,41021.0,1,0,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,7,64
PhD,Married,40233.0,0,1,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,13,149
Graduation,Married,50183.0,1,1,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,17,231
Graduation,Together,54753.0,0,1,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,21,728
Graduation,Married,92955.0,0,0,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,23,1778
Graduation,Married,33471.0,1,0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,10,93
PhD,Married,34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,4,23
Graduation,Together,44010.0,1,0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,24,662
Graduation,Married,84219.0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,18,1198
PhD,Together,40706.0,2,1,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,11,81
2n Cycle,Married,15716.0,1,0,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,10,92
2n Cycle,Divorced,59052.0,0,1,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,18,491
Master,Together,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,24,1564
Graduation,Married,83715.0,0,0,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,24,926
Master,Together,82576.0,0,0,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,19,1910
Master,Married,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,21,411
Graduation,Married,35704.0,1,1,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,9,94
Graduation,Together,53103.0,0,1,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,28,1085
2n Cycle,Widow,46779.0,1,1,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,4,23
Graduation,Divorced,4861.0,0,0,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,6
Master,Divorced,33462.0,1,0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,6,54
Graduation,Divorced,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,29,1150
Graduation,Married,80763.0,0,0,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,23,1415
PhD,Married,65352.0,0,1,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,16,405
PhD,Married,82170.0,0,0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,19,1908
Graduation,Married,75759.0,0,0,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,26,2486
2n Cycle,Single,79689.0,0,0,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,27,1315
PhD,Widow,35340.0,1,1,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,7,45
Graduation,Divorced,85683.0,0,0,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,17,1789
2n Cycle,Married,24884.0,1,0,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,4,19
Master,Together,42021.0,1,0,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,22,573
Graduation,Single,64449.0,1,0,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,24,805
Graduation,Divorced,64587.0,1,1,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,8,108
Graduation,Single,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,4,23
Graduation,Together,75437.0,0,0,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,23,1493
Graduation,Together,26091.0,1,1,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,9,89
Graduation,Married,52845.0,1,0,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,25,936
Graduation,Divorced,46086.0,0,1,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,16,343
PhD,Widow,78028.0,0,1,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,20,528
PhD,Single,95169.0,0,0,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,12,1901
2n Cycle,Married,56337.0,1,1,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,22,724
Graduation,Together,22434.0,1,0,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,7,58
PhD,Married,36930.0,0,1,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,16,297
Graduation,Single,36130.0,0,1,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,21,488
Master,Married,65569.0,0,1,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,23,859
Graduation,Together,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,20,1574
Graduation,Married,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,10,69
PhD,Single,36736.0,1,1,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,4,17
